author,highlightTitle,uuid,title,ord_in_thread,highlightText,social_vk_shares,social_stumbledupon_shares,social_linkedin_shares,social_pinterest_shares,social_gplus_shares,social_facebook_shares,social_facebook_comments,social_facebook_likes,crawled,published,thread_spam_score,thread_site_type,thread_site_full,thread_title_full,thread_performance_score,thread_title,thread_replies_count,thread_main_image,thread_uuid,thread_site_section,thread_published,thread_participants_count,thread_url,thread_country,thread_site,text,url,language,Keyword,relevent_flag,score,position
jerryang123,,7fcf84af29a93451ff2808379d26272a2cb9f6ad,Worst service you could possibly get,0,,0,0,0,0,0,0,0,0,2017-03-29T11:55:33.756+03:00,2017-03-19T02:00:00.000+02:00,0,discussions,www.tripadvisor.com,"Worst service you could possibly get - Review of Hotel Westside Arc de Triomphe, Paris, France - TripAdvisor",0,Worst service you could possibly get,1,https://media-cdn.tripadvisor.com/media/photo-s/06/07/f4/7a/chambre-superieure.jpg,7fcf84af29a93451ff2808379d26272a2cb9f6ad,https://www.tripadvisor.com/Hotel_Review-g187147-d197503-Reviews-Hotel_Westside_Arc_de_Triomphe-Paris_Ile_de_France.html,2017-03-19T02:00:00.000+02:00,2,https://www.tripadvisor.com/ShowUserReviews-g187147-d197503-r468536781-Hotel_Westside_Arc_de_Triomphe-Paris_Ile_de_France.html,US,tripadvisor.com,"Hotel Westside Arc de Triomphe - UPDATED 2017 Reviews &amp; Price Comparison (Paris, France) - TripAdvisor",https://www.tripadvisor.com/ShowUserReviews-g187147-d197503-r468536781-Hotel_Westside_Arc_de_Triomphe-Paris_Ile_de_France.html,english,Technology,0,0,0
Lost S,,19548cccb7050a95027d97ac275b43ea99b3a4b3,Filthy and tiny rooms,0,,0,0,0,0,0,0,0,0,2017-03-29T14:48:25.075+03:00,2017-03-24T03:00:00.000+03:00,0.025,discussions,www.tripadvisor.com,"Filthy and tiny rooms - Review of Wellington Hotel, New York City, NY - TripAdvisor",0,Filthy and tiny rooms,0,https://media-cdn.tripadvisor.com/media/photo-s/07/06/a1/92/wellington-hotel.jpg,19548cccb7050a95027d97ac275b43ea99b3a4b3,https://www.tripadvisor.com/Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html,2017-03-24T03:00:00.000+03:00,1,https://www.tripadvisor.com/ShowUserReviews-g60763-d99307-r469926403-Wellington_Hotel-New_York_City_New_York.html,US,tripadvisor.com,Wellington Hotel - UPDATED 2017 Reviews &amp; Price Comparison (New York City) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g60763-d99307-r469926403-Wellington_Hotel-New_York_City_New_York.html,english,Technology,0,0,0
Sherlan T,,45e43403c61443dd5d8a01663ceaaa921b5fd9c1,This was the worse hotel I have ever been in,0,,0,0,0,0,0,0,0,0,2017-03-29T07:37:15.826+03:00,2017-03-14T02:00:00.000+02:00,0.006,discussions,www.tripadvisor.com,"This was the worse hotel I have ever been in - Review of Days Inn Hotel New York City-Broadway, New York City, NY - TripAdvisor",0,This was the worse hotel I have ever been in,0,https://media-cdn.tripadvisor.com/media/photo-s/06/2a/5f/4a/welcome-to-days-hotel.jpg,45e43403c61443dd5d8a01663ceaaa921b5fd9c1,https://www.tripadvisor.com/Hotel_Review-g60763-d142114-Reviews-Days_Inn_Hotel_New_York_City_Broadway-New_York_City_New_York.html,2017-03-14T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g60763-d142114-r467314073-Days_Inn_Hotel_New_York_City_Broadway-New_York_City_New_York.html,US,tripadvisor.com,Days Inn Hotel New York City-Broadway - UPDATED 2017 Reviews &amp; Price Comparison - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g60763-d142114-r467314073-Days_Inn_Hotel_New_York_City_Broadway-New_York_City_New_York.html,english,Technology,0,0,0
cmsgreek,,6e008a1e6f916a0d45e046dbae34242fe8a6ec20,Very dirty; nearly inhabitable,0,,0,0,0,0,0,0,0,0,2017-03-29T06:12:45.348+03:00,2017-03-21T02:00:00.000+02:00,0.005,discussions,www.tripadvisor.com,"Very dirty; nearly inhabitable - Review of Riff Chelsea, New York City, NY - TripAdvisor",0,Very dirty; nearly inhabitable,0,https://media-cdn.tripadvisor.com/media/photo-s/07/11/72/2c/premium-single-room.jpg,6e008a1e6f916a0d45e046dbae34242fe8a6ec20,https://www.tripadvisor.com/Hotel_Review-g60763-d208888-Reviews-Riff_Chelsea-New_York_City_New_York.html,2017-03-21T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g60763-d208888-r469069316-Riff_Chelsea-New_York_City_New_York.html,US,tripadvisor.com,Riff Chelsea - UPDATED 2017 Hotel Reviews &amp; Price Comparison (New York City) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g60763-d208888-r469069316-Riff_Chelsea-New_York_City_New_York.html,english,Technology,0,0,0
Clairecookson,,cbe5f6b05a00e4586f22dc31ed9446c85ebc7f47,Not 4 Star!!,0,,0,0,0,0,0,0,0,0,2017-03-29T03:09:06.058+03:00,2017-03-14T02:00:00.000+02:00,0,discussions,www.tripadvisor.com,"Not 4 Star!! - Review of Jingshan Garden Hotel, Beijing, China - TripAdvisor",0,Not 4 Star!!,0,https://media-cdn.tripadvisor.com/media/daodao/photo-s/02/9e/96/39/getlstd-property-photo.jpg,cbe5f6b05a00e4586f22dc31ed9446c85ebc7f47,https://www.tripadvisor.com/Hotel_Review-g294212-d2176982-Reviews-Jingshan_Garden_Hotel-Beijing.html,2017-03-14T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g294212-d2176982-r467246948-Jingshan_Garden_Hotel-Beijing.html,US,tripadvisor.com,"Jingshan Garden Hotel - UPDATED 2017 Reviews &amp; Price Comparison (Beijing, China) - TripAdvisor",https://www.tripadvisor.com/ShowUserReviews-g294212-d2176982-r467246948-Jingshan_Garden_Hotel-Beijing.html,english,Technology,0,0,0
porttechnology.org,,568897479623ce56c51a3d1618b34cb4b11393fe,Tianjin Tragedy Still Hurting Ports,0,,0,0,0,0,0,0,0,0,2015-10-26T21:55:51.635+02:00,2015-10-26T02:00:00.000+02:00,0,news,www.porttechnology.org,Tianjin Tragedy Still Hurting Ports,0,Tianjin Tragedy Still Hurting Ports,0,https://www.porttechnology.org/images/made/images/uploads/news/_84914425_1f15ab34-ddfc-4016-a2a0-0bb7b298b593_360_203.jpg,f9f07fcebc0e04d1e0f6608676c8788009a49393,http://feeds.feedburner.com/PortTechnologyInternational-News,2015-10-26T02:00:00.000+02:00,1,https://www.porttechnology.org/news/tianjin_tragedy_still_hurting_ports/?utm_source=Feeds&utm_campaign=News&utm_medium=rss,GB,porttechnology.org,Port Technology International - News,https://www.porttechnology.org/news/tianjin_tragedy_still_hurting_ports/,english,Finance,0,0,0
,,23df8bfbae866c8ee11f2012f160ab2fed0cef65,ViewSonic Showcases Collaborative Solutions with Interactive Displays and VDI Products,0,,0,0,0,0,0,0,0,0,2015-10-26T04:43:03.692+02:00,2015-10-25T18:00:00.000+02:00,0,news,www.businesswire.com,ViewSonic Showcases Collaborative Solutions with Interactive Displays and VDI Products,0,ViewSonic Showcases Collaborative Solutions with Interactive Displays and VDI Products,0,,23df8bfbae866c8ee11f2012f160ab2fed0cef65,http://feed.businesswire.com/rss/home/?rss=G1QFDERJXkJeGVpSWw==,2015-10-25T18:00:00.000+02:00,0,http://www.businesswire.com/news/home/20151025005003/en/ViewSonic-Showcases-Collaborative-Solutions-Interactive-Displays-VDI,US,businesswire.com,Business Wire Technology: Consumer Electronics News,http://www.businesswire.com/news/home/20151025005003/en/ViewSonic-Showcases-Collaborative-Solutions-Interactive-Displays-VDI,english,Finance,0,0,0
,,17da5dd497f3a61f8cc13cd938a1278b7b0a58ac,Facebook censors ads for this womens health device,0,,0,0,0,0,0,0,0,0,2015-10-26T05:20:20.626+02:00,2015-10-25T17:19:00.000+02:00,0,news,www.industriesnews.net,Facebook censors ads for this womens health device,0,Facebook censors ads for this womens health device,0,,17da5dd497f3a61f8cc13cd938a1278b7b0a58ac,http://www.industriesnews.net/rss.php/?ind=technology,2015-10-25T17:19:00.000+02:00,0,http://www.industriesnews.net/story?sid=s237949949&cid=400,US,industriesnews.net,industriesnews.net  - Breaking Technology News latest RSS headlines,http://www.industriesnews.net/story?sid=s237949949&cid=400,english,Finance,0,0,0
Reuters,,d5dbce22deac8100592ace2470b4fe1a138baca5,BRIEF-Kingsignal Technology to invest 150 mln yuan to set up JV with partner,0,,0,0,0,0,0,0,0,0,2015-10-26T12:17:34.328+02:00,2015-10-26T11:13:00.000+02:00,0,news,feeds.reuters.com,BRIEF-Kingsignal Technology to invest 150 mln yuan to set up JV with partner | Reuters,0,BRIEF-Kingsignal Technology to invest 150 mln yuan to set up JV with partner,0,,d5dbce22deac8100592ace2470b4fe1a138baca5,http://feeds.reuters.com/reuters/technologysectorNews,2015-10-26T11:13:00.000+02:00,1,http://feeds.reuters.com/~r/reuters/technologysectorNews/~3/1q_Eja4GSnE/story01.htm,US,reuters.com,Reuters: Technology,http://feeds.reuters.com/~r/reuters/technologysectorNews/~3/1q_Eja4GSnE/story01.htm,english,Finance,0,0,0
Financeexpress.com,,35d7a54aae7a8827fc2f50b3d23713d7790badb7,Asian Paints shares fall on weak Q2 numbers,0,,0,0,0,0,0,0,0,0,2015-10-26T11:52:54.953+02:00,2015-10-26T19:50:00.000+02:00,0,news,www.Financeexpress.com,Asian Paints shares fall on weak Q2 numbers | The Finance Express,0,Asian Paints shares fall on weak Q2 numbers,0,http://www.Financeexpress.com/wp-content/uploads/2015/07/ASIAN-PAINTS-S.jpg,35d7a54aae7a8827fc2f50b3d23713d7790badb7,http://www.Financeexpress.com/section/lifestyle/science/,2015-10-26T19:50:00.000+02:00,1,http://www.Financeexpress.com/article/markets/indian-markets/asian-stocks-on-q2-numbers-on-bse-sensex-nse-nifty-on-october-26-2015/156850,IE,Financeexpress.com,"Science News:Latest Science News,Science News Today,Science and Technology News | The Finance Express",http://www.Financeexpress.com/article/markets/indian-markets/asian-stocks-on-q2-numbers-on-bse-sensex-nse-nifty-on-october-26-2015/156850,english,Finance,0,0.250452175,0.125
Josh Beckerman,,63fbc391c092b09129d6131db25e5bb0047cab10,FDA Seeks More Information on Zogenix Phase 3 Program for ZX008,0,,0,0,0,0,0,0,0,0,2015-10-20T19:57:12.253+03:00,2015-10-20T18:13:00.000+03:00,0,news,www.wsj.com,FDA Seeks More Information on Zogenix Phase 3 Program for ZX008 - WSJ,0,FDA Seeks More Information on Zogenix Phase 3 Program for ZX008,0,,63fbc391c092b09129d6131db25e5bb0047cab10,http://www.wsj.com/europe,2015-10-20T18:13:00.000+03:00,1,http://www.wsj.com/articles/fda-seeks-more-information-on-zogenix-phase-3-program-for-zx008-1445291862,,wsj.com,"The Wall Street Journal &amp; Breaking News, Business, Finance and Economic News, World News and Video",http://www.wsj.com/articles/fda-seeks-more-information-on-zogenix-phase-3-program-for-zx008-1445291862,english,Finance,0,0.192655519,0.272727273
